feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,category_1,category_2,target
0.6494046155251652,0.6670310206421339,0.36639701356912757,0.6212666134355159,0.9390846592498124,0.16030111708189,0.14180294358286677,0.1640492346835123,Above Average,Region C,1
0.46070431637010806,0.4890828119759876,0.4972203309103198,0.5580269452535549,0.8945420747398267,0.11527913010674234,0.13080325921461217,0.2087029351211041,Below Average,Region A,0
0.6942705656113197,0.7036419974763318,0.3432618420068851,0.7502192543356807,0.36460664152764083,0.8089676491406874,0.8419874118890499,0.7217024577138124,High,Region C,1
0.9544009173412125,0.8895558094632628,0.003548916350160969,0.888825507283699,0.9930835844100752,0.9999999999999999,0.9999999999999998,1.0,High,Region B,1
0.43220839379854614,0.424647780146669,0.6114701166925847,0.43347026317490334,0.8423240633254183,0.5372686505667621,0.7704382340094571,0.438093687326059,Below Average,Region C,0
0.43221327276550037,0.39519124399632616,0.5500076685299324,0.3949995863530661,0.8932145595518791,0.45258889664173174,0.6349749065398114,0.3747836586916944,Below Average,Region A,0
0.9710971392675412,0.9573483518012496,0.0,0.9866024005900502,0.9833731563213963,0.8228301704028116,0.9379497371121599,0.7616442381466413,High,Region A,1
0.729856248755996,0.7530869492256578,0.2068283142263143,0.7064331750479338,0.9885325790519249,0.609412764198333,0.7359038597571816,0.7196596826071406,High,Region A,1
0.3622766584449781,0.36890399756736925,0.6112681119338633,0.420024827586184,0.2148238724409725,0.5038577798510732,0.0,0.0,Below Average,Region A,0
0.6630289097189279,0.6918053189902141,0.4154544333471201,0.7130770339800535,0.0900674813567634,0.8138082093772219,0.6287916864962184,0.9905435955410722,High,Region C,1
0.3640765617276427,0.3717659434639953,0.689392310913675,0.35655628852580307,0.7152937225776819,0.08799088210009803,0.22023481450709664,0.17087985341721684,Below Average,Region B,0
0.36338947297087176,0.32277974435256584,0.7334759157139696,0.29430494254758877,0.5735699857714828,0.500696242123043,0.4927108627817916,0.5674744726567661,Below Average,Region B,0
0.5736984936522291,0.49520920769885257,0.4972203309103198,0.5451266664081007,0.31180889923297794,0.36685311189244213,0.3741896835796247,0.28498117351383134,Above Average,Region B,0
0.0,0.0,1.0,0.0,0.7081604790162033,0.3048244253764303,0.4658866751039723,0.29568045631263823,Low,Region B,0
0.0,0.0,1.0,0.0,0.017140342397970354,0.5189642145545055,0.38223459243092694,0.4267549829514155,Low,Region B,0
0.3346948282395458,0.3038062108707049,0.6402778567957432,0.28140524905248704,0.0007227182534671472,0.7826510038336243,0.5948857201789599,0.7408752038472163,Low,Region B,1
0.20080412712718337,0.1497931546536928,0.7599001406460404,0.19531805711282063,0.3416544469371651,0.514100747964155,0.3995826921794212,0.4731681242703641,Low,Region A,0
0.5951798723522701,0.5691053749581116,0.29129140247031216,0.47457266050877334,0.16351425948336312,0.9434334018052722,0.8880889626477544,0.9145358750176552,Above Average,Region C,0
0.2319502559124117,0.22502212225440849,0.7678686664215844,0.20430459768435905,0.7460240971482499,0.9820840819250802,0.9999999999999998,1.0,Low,Region A,0
0.08209049984960148,0.1018372126374239,0.8429493296517789,0.1651016259975383,1.0,0.97924073207848,0.9999999999999998,0.9323922503475832,Low,Region B,0
0.937348640522653,0.9354234520501872,0.05416554026766229,0.9260538461434002,0.6828243728770561,0.4869536350017316,0.551999046753049,0.5440229073542546,High,Region B,1
0.4346978584474903,0.4790550921870992,0.6909784925601807,0.49547336789398294,0.6752275169189735,0.35541374286618566,0.4082524320903073,0.24635442888981696,Below Average,Region A,1
0.5218608913116676,0.48757800949984015,0.4453301814455585,0.5519680530171227,0.0,0.4938518304508501,0.3985582468807879,0.521195252064643,Above Average,Region A,0
0.07839229874707132,0.104509664097166,0.9355596035647846,0.1572704297747773,0.5170219359967727,0.8548082460072726,0.8028990470087403,0.8004906538027831,Low,Region B,0
0.3400157048518597,0.3392467537175466,0.7140271490149485,0.3135914827998012,0.8554248166998649,0.8361351479195804,0.8213592829895908,0.8339402248524385,Low,Region A,0
0.534756657114987,0.5513206360881541,0.4797110439198873,0.5440090273105394,0.6744903706919197,0.0,0.0,0.0,Above Average,Region A,1
0.1597455733876722,0.14633207141178495,0.8592492329174936,0.19984423421603104,0.20118828195876387,0.5995977427358722,0.555411561119834,0.4816245963145001,Low,Region A,0
0.6134415357331385,0.6404089749099695,0.36164469454122483,0.6961863824962927,0.8902548024061608,0.0,0.0,0.0,Above Average,Region A,1
0.3232977872136914,0.3299798575313171,0.662560929119487,0.32506509519960686,1.0,0.4984078593343613,0.6699991997226208,0.4777689553386822,Low,Region A,0
0.4151087805476172,0.39226640650652955,0.5261061681169419,0.38941279848083227,0.2580399351785758,0.33959738999016714,0.386204104772653,0.4789476410642486,Below Average,Region A,0
0.32298042643057234,0.3206159323047283,0.727596398777115,0.33666116784643785,0.17822130701745353,0.24370229054800013,0.2335833688688188,0.2539554518719204,Low,Region C,1
1.0,1.0,0.0,1.0,0.3241320847812056,0.7688321520708481,0.7235416868668779,0.8490488814507844,High,Region C,1
0.49778208569059695,0.5086229869756278,0.5585329436539304,0.5718907346740215,0.018429686009008128,0.30276040102594093,0.09577732007692746,0.30958057578821646,Below Average,Region B,1
0.18746692921580133,0.15191531248715817,0.7294142002179363,0.19297304354425748,0.9179614618075341,0.5013862786036238,0.6304015398807931,0.5149228886701696,Low,Region A,0
0.7462336674553403,0.7395900031586395,0.3070578754237644,0.6764782657937776,0.9799823885195159,0.2139766728199557,0.3514866451857125,0.22890131994438773,High,Region B,1
0.13898781460211312,0.1502587827752756,0.8414152615133037,0.13425646183200246,0.6513798710783638,0.5273057286648202,0.4709414219623171,0.503470770614616,Low,Region A,0
0.5638623643668794,0.5606797376734365,0.3595257523441651,0.5479568344046576,0.796845709836928,0.8032375883752825,0.8937456320267565,0.7644633181991329,Above Average,Region A,0
0.0,0.0,1.0,0.044385079532458016,0.6906212982119195,0.23094699307475813,0.35164316852781496,0.2532649702263493,Low,Region A,0
0.10708823965400882,0.12979755276351107,0.950639782852764,0.1159058544400069,0.3672365105726798,0.7036433710686191,0.6886635538659254,0.7292184297664032,Low,Region B,0
0.560295552383666,0.5559517197370161,0.4972203309103198,0.630194656658025,0.6499803210539181,0.5219379879872756,0.6072101958599542,0.532065952483824,Above Average,Region C,0
0.7212476127054601,0.7220730675049253,0.31776811174098407,0.6888893426950817,0.8767607581157206,0.5190832399463093,0.6256562287219362,0.550596600699193,High,Region B,1
0.5527196604102975,0.557371847906125,0.3075496588806728,0.5288184504703279,0.8474384473058725,0.3952179379729855,0.47514211784755545,0.2805226019113336,Above Average,Region A,0
0.46742525230411996,0.4760070787227874,0.45161189189166384,0.504719451088271,0.038300655202878564,0.7452104860947538,0.756300992564817,0.7954321727700635,Below Average,Region A,0
0.4123123713544476,0.35573551638059214,0.6641586207832832,0.4484354980058213,0.4618737650218703,0.7132919537833352,0.6979636317256173,0.6423505064758714,Below Average,Region C,0
0.062412019630947724,0.05384102981454797,0.9265796644191105,0.04151182588465824,0.3894032756800707,0.4627903888326126,0.22649297748677155,0.3355021484751366,Low,Region B,0
0.2878727789332143,0.242453896593386,0.6004645444046169,0.09165967424267085,0.7831618403342384,0.567466943970538,0.43040750559834523,0.6957327276581862,Low,Region B,0
0.3649023903545422,0.4001679241676463,0.5924988776979893,0.30829266963256996,0.5049200789413559,0.735733267287951,0.818256727263865,0.8240523525347188,Below Average,Region B,0
0.8159443939486064,0.8077522926530613,0.12341207303326435,0.8257987475702738,0.3365372053505145,0.6729930250593589,0.4626418600939478,0.6583173566428145,High,Region A,1
0.6039082131814829,0.593701901561746,0.3830681375386488,0.5071806030083837,0.7324731988405809,0.40884970539701804,0.43322989099069636,0.486180719477782,Above Average,Region A,1
0.0,0.005336164324551029,1.0,0.0,0.4740605797427116,0.867385656244849,0.7251112174972323,0.8202933850480809,Low,Region C,0
0.5981030838321608,0.6060816503029702,0.40963826627182376,0.6072061350805099,0.233207033611195,0.7734669466148081,0.6563521593832432,0.7202157344364102,Above Average,Region B,1
0.3873559590933695,0.3515307401858643,0.6076051629219349,0.20746802487549065,0.936816645110631,0.9999999999999999,0.9999999999999998,1.0,Below Average,Region C,0
0.3006282251273239,0.29672853372390007,0.7810152902296802,0.27460988696115646,0.07381493444348752,0.015531387532796148,0.0,0.0,Low,Region C,0
0.6835685927115854,0.6684757546388563,0.33805386965343276,0.6002559813114836,0.0,0.7229674860839277,0.5004211208531796,0.6875912442099438,High,Region A,1
0.8081813557308619,0.7504688982400888,0.21416862968952716,0.6625804104289803,0.10807791439854797,0.8631444777158943,0.7926570248785874,0.7877497359359587,High,Region A,1
0.7785471514119902,0.7521495621143246,0.2865777981441169,0.7053372685016321,0.12998377727340316,0.817388053579365,0.917376594899074,0.5851120116878843,High,Region A,1
0.25239790561933967,0.24561024209571014,0.7247591139271752,0.18283609778603205,0.5456253842802661,0.42564327294783155,0.4925671321850518,0.4089624230749048,Low,Region C,0
0.4099026669288884,0.40373267856656453,0.5132418850861172,0.43170722624154784,0.6420128781959502,0.07981505158820984,0.08208638929034534,0.019838613590649812,Below Average,Region B,0
0.6002366469789158,0.5521013716523746,0.469203116703117,0.622988408679347,0.4463428613821372,0.5038577798510732,0.9992595950051614,0.9784189866390904,Above Average,Region A,1
0.7917016453918189,0.8194375864256807,0.4972203309103198,0.7984532559198851,0.17497621058042018,0.3543155566359206,0.4358324274446058,0.33657073056490916,High,Region C,0
0.359394096138833,0.35405226464395556,0.6483866889714021,0.31920621761670065,0.09506672589402548,0.4123351920696744,0.41055060080822425,0.45714652918645127,Below Average,Region B,0
0.4466197606109179,0.4446145248342641,0.5138891118688055,0.42052978391133616,0.4946800237154174,0.5038577798510732,0.9559553246831363,1.0,Below Average,Region C,0
0.17301703444117927,0.18414210614684406,0.7912497567310457,0.11904352645881583,0.5760890773897583,0.10785718165396962,0.21237629575421896,0.02452417884881508,Low,Region A,0
0.14630934515984856,0.12266095653386416,0.9060960429821519,0.046894518786881056,0.28575891681576693,0.7593746695590371,0.64374149211711,0.6474363527324524,Low,Region B,0
0.7432562353662746,0.7509446185639774,0.311389158679429,0.654430161427631,0.19303702386868044,0.26959235217782107,0.22123388286897688,0.18104587488790008,High,Region C,1
0.9048349986842955,0.8868321388746196,0.13611792385529126,0.8090027209612107,0.03778465471281811,0.26275791326261266,0.13975605438488142,0.2025884203417665,High,Region A,1
0.48039346239816333,0.4505743320402455,0.5654034041790537,0.547079020481898,0.0,0.5565588455073697,0.4839257488234209,0.4954719531951128,Below Average,Region B,0
0.8000189366040364,0.8106505750960542,0.22909920999764222,0.7704507870548113,0.06569811341318377,0.714991437728131,0.5568880472717975,0.7676838653877411,High,Region B,1
0.6092626500960303,0.6486373566985665,0.3955194880085468,0.4756968935256647,0.7721387213624029,0.800269727570009,0.9621528265412196,0.7946483856262425,Above Average,Region A,1
0.31007908639359627,0.3295319946837485,0.6793053709678124,0.2952094774009453,0.3302287844285453,0.8411522411931607,0.767300843405712,0.6813380570295725,Low,Region A,0
0.6091912032009825,0.6318167491961403,0.46035927549615774,0.5384987698845389,0.0,0.5038577798510732,0.15695530853241485,0.22230115203073447,Above Average,Region A,1
0.9588605500399524,0.9358539451713834,0.4972203309103198,0.9399034874854976,0.5124573036510827,0.14821486746950757,0.23635002494750018,0.1546500872686769,High,Region A,0
0.49114649998839766,0.44058407892444823,0.5291470960195179,0.4380579581978184,0.5434328984320106,0.39763588540371,0.45127307904617786,0.3210840606176005,Below Average,Region A,1
0.9667675359960106,1.0,0.0,1.0,0.4242259203657083,0.6125624863950154,0.6356314303373543,0.6073537401155404,High,Region B,1
0.0,0.0,1.0,0.0,0.07118937306947215,0.5038577798510732,0.32882437538611053,0.3741787913982775,Low,Region A,0
0.7460427593549974,0.7857055367237378,0.23528105669204524,0.7642180264056194,0.7864464083355764,0.0,0.0,0.0,High,Region B,1
0.527661427324879,0.5139386195597574,0.42178454740880433,0.4284956218681516,0.7133028166199711,0.0,0.1302994253293936,0.0,Above Average,Region B,0
0.4129353546215432,0.3761165942580691,0.6338377755143384,0.3720118311053125,0.38652538720361607,0.42945519202377547,0.4090955013539173,0.4346115162043643,Below Average,Region A,0
0.5290622278716964,0.493829317000297,0.3877038710561562,0.5542239272485037,0.37107890540855415,0.7706836849292347,0.7836695993133405,0.8597432538552252,Above Average,Region C,0
0.0,0.0,1.0,0.0,0.12142653339209286,0.22260993836389464,0.13406863122158796,0.2949730215763855,Low,Region B,0
0.43651194282381744,0.4303280418028082,0.5700775778254307,0.4166215949704316,0.7848721496427081,0.7326485231941833,0.8328392128643919,0.635650095598829,Below Average,Region B,0
0.6079183886808377,0.6506628248342322,0.2802668064838094,0.6434416241022763,0.6139352358157343,0.038411013281378525,0.18430589601032782,0.23932772500920113,Above Average,Region B,1
0.9409876414922814,0.9293019179278383,0.02606368077409743,0.9593342272628571,0.04355826888466435,0.583938681629218,0.4838006300048757,0.6618505514316567,High,Region A,1
0.3477757126267652,0.3544488829474338,0.6671078149695957,0.44273396876153975,0.3680238662667325,0.5862070069888257,0.47778365297459735,0.5250678648007241,Low,Region B,0
0.2615283145634485,0.30058057916475767,0.7646160811197239,0.2721831973712562,0.9514085707245448,0.6503268832054213,0.6519320024463846,0.5729416831402978,Low,Region A,0
0.3526830303212641,0.3385063870933333,0.6345335662900595,0.3796038528908965,0.45052090123648547,0.19033470249461765,0.23521715029591395,0.2229920364101763,Low,Region C,0
0.7738285919126958,0.8277561599204561,0.2620300733286239,0.7797614721707786,0.3090346098898712,0.022363084255083487,0.0,0.08949033286109143,High,Region C,1
0.599490045481619,0.6536906444231643,0.39093182192652665,0.6735477049284443,0.6630154662358192,0.7304625098001633,0.8408333679001607,0.8455837426547261,Above Average,Region B,1
0.3443611657463015,0.33829881347361956,0.6560252454851279,0.39577655271000245,0.1736452793416136,0.029050893788858445,0.0,0.08129753756522778,Low,Region B,0
0.6543238515822217,0.632352983191762,0.3572145429981409,0.5566886064854699,0.5298180789090248,0.2642599924001104,0.4083903688332874,0.21891638342146214,High,Region B,1
